Rk,Tm,W,L,W-L%,Strk,R,RA,Rdiff,SOS,SRS,pythWL,Luck,vEast,vCent,vWest,Inter,Home,Road,ExInn,1Run,vRHP,vLHP,≥.500,<.500,last10,last20,last30
20.0,Los Angeles Angels,31,34,0.477,W 1,4.3,5.1,-0.8,0.0,-0.8,27-38,4.0,7-8,6-10,8-8,10-8,13-16,18-18,3-0,11-5,28-28,3-6,19-23,12-11,6-4,11-9,16-14
21.0,Boston Red Sox,32,36,0.471,L 1,5.0,4.8,0.2,0.0,0.2,35-33,-3.0,10-11,9-10,5-8,8-7,17-17,15-19,4-8,6-17,25-27,7-9,17-21,15-15,5-5,9-11,13-17
22.0,Texas Rangers,31,35,0.47,W 2,3.3,3.3,0.0,0.0,0.0,33-33,-2.0,8-11,3-3,8-12,12-9,20-13,11-22,0-0,9-13,25-25,6-10,16-24,15-11,4-6,7-13,13-17
23.0,Washington Nationals,30,35,0.462,L 2,4.2,5.0,-0.8,-0.1,-0.9,27-38,3.0,8-11,4-9,9-6,9-9,15-18,15-17,2-1,11-7,22-25,8-10,13-21,17-14,5-5,12-8,14-16
24.0,Atlanta Braves,28,37,0.431,W 1,4.1,4.0,0.1,0.0,0.2,34-31,-6.0,7-7,7-4,6-19,8-7,17-14,11-23,5-2,9-19,22-30,6-7,16-23,12-14,2-8,5-15,11-19
25.0,Baltimore Orioles,26,38,0.406,L 1,3.8,5.2,-1.4,0.0,-1.4,23-41,3.0,8-8,7-14,6-3,5-13,12-17,14-21,1-2,9-8,22-25,4-13,15-24,11-14,7-3,11-9,13-17
26.0,Pittsburgh Pirates,27,40,0.403,W 4,3.3,4.1,-0.8,0.2,-0.6,27-40,0.0,11-10,7-12,4-8,5-10,18-18,9-22,3-3,13-13,21-30,6-10,16-33,11-7,6-4,12-8,15-15
27.0,Athletics,26,42,0.382,L 1,4.3,6.0,-1.7,-0.1,-1.8,24-44,2.0,3-7,6-4,8-13,9-18,12-23,14-19,3-2,8-10,20-35,6-7,10-31,16-11,3-7,4-16,6-24
28.0,Miami Marlins,24,40,0.375,L 2,4.0,5.5,-1.4,0.1,-1.3,23-41,1.0,6-8,7-7,3-15,8-10,14-20,10-20,4-3,9-13,17-31,7-9,14-25,10-15,2-8,7-13,11-19
29.0,Chicago White Sox,22,44,0.333,L 1,3.5,4.3,-0.8,0.0,-0.7,27-39,-5.0,3-7,6-17,7-11,6-9,16-18,6-26,2-2,4-16,16-35,6-9,13-28,9-16,4-6,8-12,12-18
30.0,Colorado Rockies,12,53,0.185,L 3,3.1,6.2,-3.0,0.3,-2.7,15-50,-3.0,5-17,1-8,3-13,3-15,6-25,6-28,0-4,6-11,11-36,1-17,5-42,7-11,3-7,4-16,6-24
,Average,32,32,0.5,,4.3,4.3,,,,33-32,,7-7,7-7,7-7,9-9,18-14,14-18,3-3,10-10,25-24,7-8,17-22,15-10,4-5,10-9,15-14
